customerid,isocountrycode,regularstoreid,registrationdate,unregistrationdate,gender,age,zipcode
77340000024018173,ES,ES0428,2017-10-25,"","","",""
77340000024017203,ES,ES4507,2017-10-25,"",F,57,50006
77340000024017106,ES,ES0258,2017-10-25,"",M,45,50012
77340000024015845,ES,ES0263,2017-10-25,"",F,23,50014
77340000024013517,ES,ES4503,2017-10-25,"",M,31,50800
77340000024010316,ES,ES4504,2017-10-25,"","","",""
77340000024007406,ES,ES4503,2017-10-25,"",F,31,50013
77340000024004787,ES,ES4503,2017-10-25,"",M,33,50006
77340000024004690,ES,ES0428,2017-10-25,"","","",""
77340000024004496,ES,ES0428,2017-10-25,"",M,52,50010
77340000024003235,ES,ES4503,2017-10-25,"",M,33,50013
77340000024002847,ES,ES0420,2017-10-25,"",M,60,50007
77340000024002459,ES,ES0428,2017-10-25,"",F,54,50012
77340000024001489,ES,ES0263,2017-10-25,"",M,20,50162
77340000024000713,ES,ES4507,2017-10-25,"",M,57,50015
77340000024000228,ES,ES0273,2017-10-25,"",F,28,50005
77340000023999549,ES,ES4504,2017-10-25,"","","",""
77340000023998385,ES,ES0263,2017-10-25,"",F,35,50002
77340000023997803,ES,ES0263,2017-10-25,"",F,61,50014
77340000023996930,ES,ES0263,2017-10-25,"",M,36,50002
77340000023996736,ES,ES0428,2017-10-25,"",F,44,50011
77340000023995378,ES,ES4504,2017-10-25,"",M,58,50003
77340000023994990,ES,ES4503,2017-10-25,"",F,42,50008
77340000023994020,ES,ES4504,2017-10-25,"",F,74,50003
77340000023993341,ES,ES4507,2017-10-25,"",M,44,50015
77340000023991886,ES,ES4503,2017-10-25,"",F,55,50010
77340000023991789,ES,ES0413,2017-10-25,"",F,43,50180
77340000023991013,ES,ES4504,2017-10-25,"","","",""
77340000023990819,ES,ES4503,2017-10-25,"",M,39,50014
77340000023990431,ES,ES4503,2017-10-25,"",M,73,50005
77340000023986648,ES,ES0263,2017-10-25,"",F,67,50014
77340000023986551,ES,ES0263,2017-10-25,"",F,40,50008
77340000023985096,ES,ES0428,2017-10-25,"",F,40,50009
77340000023984417,ES,ES4504,2017-10-25,"",F,21,50018
77340000023983447,ES,ES4503,2017-10-25,"",F,38,50007
77340000023983350,ES,ES4503,2017-10-25,"",F,54,50007
77340000023980052,ES,ES0263,2017-10-25,"","","",""
77340000023977530,ES,ES0263,2017-10-25,"",M,24,50004
77340000023976172,ES,ES0420,2017-10-25,"",F,32,50010
77340000023972874,ES,ES4503,2017-10-25,"",F,57,50007
77340000023972583,ES,ES0263,2017-10-25,"",M,69,50002
77340000023972389,ES,ES0263,2017-10-25,"",M,69,50002
77340000023971322,ES,ES4503,2017-10-25,"","","",""
77340000023971225,ES,ES4504,2017-10-25,"",F,43,50018
77340000023970255,ES,ES0263,2017-10-25,"",F,63,50008
77340000023965114,ES,ES4503,2017-10-25,"",F,37,50012
77340000023964629,ES,ES4504,2017-10-25,"",F,61,50018
77340000023964532,ES,ES0428,2017-10-25,"",F,42,50010
77340000023963077,ES,ES4507,2017-10-25,"",M,24,50017
77340000023961719,ES,ES4504,2017-10-25,"","","",""
77340000023960555,ES,ES4503,2017-10-25,"",M,36,50007
77340000023958809,ES,ES4503,2017-10-24,"","","",""
77340000023958421,ES,ES4503,2017-10-24,"","","",""
77340000023956093,ES,ES0263,2017-10-24,"",F,49,50014
77340000023955220,ES,ES0428,2017-10-24,"","","",""
77340000023954638,ES,ES4503,2017-10-24,"",F,57,50007
77340000023951049,ES,ES0428,2017-10-24,"",F,69,50011
77340000023950467,ES,ES4507,2017-10-24,"",F,60,50015
77340000023950273,ES,ES4507,2017-10-24,"","","",""
77340000023948818,ES,ES4503,2017-10-24,"",F,43,50600
77340000023946878,ES,ES0428,2017-10-24,"",F,46,50010
77340000023946587,ES,ES0428,2017-10-24,"",M,32,50011
77340000023944841,ES,ES4504,2017-10-24,"",F,51,50011
77340000023943774,ES,ES4503,2017-10-24,"",M,55,50007
77340000023943483,ES,ES4504,2017-10-24,"",M,48,50014
77340000023943095,ES,ES4503,2017-10-24,"","","",""
77340000023942998,ES,ES4503,2017-10-24,"",F,69,50007
77340000023942028,ES,ES4504,2017-10-24,"",F,51,50003
77340000023940573,ES,ES0428,2017-10-24,"",F,31,50178
77340000023940185,ES,ES4503,2017-10-24,"","","",""
77340000023939991,ES,ES0285,2017-10-24,"",F,27,50430
77340000023937954,ES,ES4504,2017-10-24,"",M,46,50003
77340000023937857,ES,ES4503,2017-10-24,"",M,45,50007
77340000023936596,ES,ES4503,2017-10-24,"",F,42,50007
77340000023936014,ES,ES4503,2017-10-24,"",F,30,50021
77340000023935238,ES,ES0428,2017-10-24,"","","",""
77340000023933783,ES,ES4504,2017-10-24,"",M,37,50022
77340000023932716,ES,ES4503,2017-10-24,"",F,36,50007
77340000023931455,ES,ES4503,2017-10-24,"",F,51,50002
77340000023930388,ES,ES4504,2017-10-24,"",F,44,50004
77340000023929030,ES,ES0263,2017-10-24,"",F,42,50015
77340000023924956,ES,ES0428,2017-10-24,"",F,49,50017
77340000023923792,ES,ES4503,2017-10-24,"",F,31,50021
77340000023922725,ES,ES0263,2017-10-24,"",F,61,50015
77340000023922337,ES,ES0263,2017-10-24,"",F,58,50130
77340000023921464,ES,ES4504,2017-10-24,"",F,35,50011
77340000023920688,ES,ES0428,2017-10-24,"",M,72,50017
77340000023920591,ES,ES4503,2017-10-24,"",M,72,50360
77340000023917875,ES,ES0428,2017-10-24,"",M,63,50010
77340000023917681,ES,ES0263,2017-10-24,"",F,49,50014
77340000023912831,ES,ES4503,2017-10-24,"",M,69,50007
77340000023912443,ES,ES4503,2017-10-24,"",M,39,50007
77340000023911182,ES,ES4503,2017-10-24,"",M,27,50007
77340000023911085,ES,ES0263,2017-10-24,"",M,38,50015
77340000023910115,ES,ES0428,2017-10-24,"","","",""
77340000023909921,ES,ES4503,2017-10-24,"",F,49,50021
77340000023909824,ES,ES4507,2017-10-24,"",F,39,50015
77340000023905944,ES,ES0263,2017-10-24,"","","",""
77340000023905653,ES,ES4503,2017-10-24,"",M,41,50012
77340000023904004,ES,ES4503,2017-10-24,"","","",""
77340000023901870,ES,ES0428,2017-10-24,"","","",""
77340000023901579,ES,ES0263,2017-10-24,"","","",""
77340000023900318,ES,ES4503,2017-10-24,"",F,48,50007
77340000023899057,ES,ES0263,2017-10-24,"",F,57,50018
77340000023898087,ES,ES4503,2017-10-24,"",M,47,50071
77340000023897796,ES,ES0263,2017-10-24,"",F,40,50014
77340000023897602,ES,ES4504,2017-10-23,"",M,60,50003
77340000023896729,ES,ES4504,2017-10-23,"",M,37,50003
77340000023895856,ES,ES0428,2017-10-23,"",M,55,50018
77340000023894595,ES,ES4503,2017-10-23,"",M,64,50008
77340000023894110,ES,ES0428,2017-10-23,"",F,61,50009
77340000023893237,ES,ES4503,2017-10-23,"",F,49,50007
77340000023892655,ES,ES0428,2017-10-23,"",M,27,50017
77340000023890812,ES,ES4504,2017-10-23,"",M,43,50018
77340000023890133,ES,ES4504,2017-10-23,"",F,46,50016
77340000023888969,ES,ES4503,2017-10-23,"","","",""
77340000023888193,ES,ES0273,2017-10-23,"",F,22,50002
77340000023885574,ES,ES0436,2017-10-23,"",M,33,50009
77340000023885380,ES,ES0428,2017-10-23,"",M,67,50017
77340000023885089,ES,ES0428,2017-10-23,"",F,27,50019
77340000023884604,ES,ES4503,2017-10-23,"",M,35,50003
77340000023884216,ES,ES4503,2017-10-23,"",F,24,50005
77340000023882761,ES,ES4507,2017-10-23,"","","",""
77340000023882664,ES,ES4503,2017-10-23,"",F,23,50011
77340000023882082,ES,ES4507,2017-10-23,"",M,57,50195
77340000023878396,ES,ES4504,2017-10-23,"",F,21,50003
77340000023876165,ES,ES4504,2017-10-23,"","","",""
77340000023874807,ES,ES0428,2017-10-23,"","","",""
77340000023874419,ES,ES0263,2017-10-23,"",F,26,08243
77340000023872867,ES,ES4503,2017-10-23,"",M,51,50007
77340000023872770,ES,ES4504,2017-10-23,"",F,48,50018
77340000023872673,ES,ES0428,2017-10-23,2017-10-23,2,17,50018
77340000023872576,ES,ES4503,2017-10-23,"",M,41,50021
77340000023872091,ES,ES4503,2017-10-23,"","","",""
77340000023871897,ES,ES0285,2017-10-23,"",M,51,50021
77340000023871509,ES,ES4507,2017-10-23,"","","",""
77340000023869569,ES,ES4503,2017-10-23,"","","",""
77340000023869278,ES,ES0428,2017-10-23,"","","",""
77340000023869084,ES,ES0258,2017-10-23,"",M,60,50008
77340000023868987,ES,ES4503,2017-10-23,"",F,60,50012
77340000023867823,ES,ES4504,2017-10-23,"",M,34,50010
77340000023867629,ES,ES4504,2017-10-23,"",M,54,50018
77340000023867144,ES,ES4503,2017-10-23,"","","",""
77340000023866950,ES,ES4503,2017-10-23,"",F,52,50008
77340000023865107,ES,ES4504,2017-10-23,"",M,69,50003
77340000023864331,ES,ES4507,2017-10-23,"","","",""
77340000023864040,ES,ES0428,2017-10-23,"",F,40,50011
77340000023862585,ES,ES4503,2017-10-23,"",F,24,50002
77340000023862488,ES,ES4507,2017-10-23,"","","",""
77340000023861615,ES,ES4503,2017-10-23,"",F,41,50002
77340000023859578,ES,ES4503,2017-10-23,"","","",""
77340000023857832,ES,ES0413,2017-10-23,"",F,66,50011
77340000023856571,ES,ES4507,2017-10-23,"",F,49,50015
77340000023855116,ES,ES0428,2017-10-23,"",M,71,50017
77340000023854922,ES,ES4503,2017-10-23,"",F,49,50017
77340000023853273,ES,ES0263,2017-10-23,"",F,27,50009
77340000023851430,ES,ES0428,2017-10-23,"",F,63,50017
77340000023851042,ES,ES4503,2017-10-23,"",F,22,50013
77340000023850460,ES,ES4503,2017-10-23,"",M,22,50021
77340000023848229,ES,ES4503,2017-10-23,"",F,41,44500
77340000023846871,ES,ES0273,2017-10-23,"",M,72,50180
77340000023845416,ES,ES4503,2017-10-23,"",F,17,50007
77340000023845319,ES,ES4503,2017-10-23,"",M,22,50007
77340000023844446,ES,ES4503,2017-10-23,"",M,17,50002
77340000023844155,ES,ES0273,2017-10-23,"",F,45,50014
77340000023844058,ES,ES0263,2017-10-23,"",F,32,50014
77340000023841536,ES,ES0428,2017-10-23,"",F,39,50011
77340000023841245,ES,ES0428,2017-10-23,"",F,41,50005
77340000023840372,ES,ES4503,2017-10-23,"","","",""
77340000023839887,ES,ES4503,2017-10-23,"",F,35,50021
77340000023838044,ES,ES4507,2017-10-23,"",F,36,50015
77340000023837559,ES,ES0263,2017-10-23,"",M,66,50002
77340000023837171,ES,ES4504,2017-10-23,"",F,29,50003
77340000023836977,ES,ES0428,2017-10-23,"",F,46,44493
77340000023836783,ES,ES4503,2017-10-23,"","","",""
77340000023835619,ES,ES0263,2017-10-23,"",M,74,50014
77340000023835328,ES,ES0273,2017-10-23,"",M,41,50120
77340000023834358,ES,ES0285,2017-10-23,"",M,37,50019
77340000023833970,ES,ES0428,2017-10-23,"",F,42,22252
77340000023832806,ES,ES4503,2017-10-23,"",F,25,50002
77340000023830284,ES,ES0263,2017-10-23,"",M,21,50014
77340000023829993,ES,ES0413,2017-10-23,"",F,39,50011
77340000023827180,ES,ES4504,2017-10-23,"","","",""
77340000023826792,ES,ES0263,2017-10-23,"",F,45,50018
77340000023825919,ES,ES4503,2017-10-23,"",M,39,50007
77340000023824949,ES,ES4503,2017-10-23,"",M,44,50002
77340000023824561,ES,ES4503,2017-10-23,"",F,41,50021
77340000023823688,ES,ES0263,2017-10-23,"",M,61,50002
77340000023821845,ES,ES0428,2017-10-22,"","","",""
77340000023816316,ES,ES4503,2017-10-22,"",M,27,50002
77340000023814958,ES,ES4507,2017-10-22,"",M,43,50014
77340000023813503,ES,ES4507,2017-10-22,"",F,39,50015
77340000023810108,ES,ES0263,2017-10-22,"",F,42,50002
77340000023810011,ES,ES0428,2017-10-22,"",M,50,50022
77340000023809623,ES,ES4504,2017-10-22,"",F,59,50810
77340000023807392,ES,ES0263,2017-10-22,"",M,34,50014
77340000023807004,ES,ES4503,2017-10-22,"","","",""
77340000023805646,ES,ES4503,2017-10-22,"",M,49,39700
77340000023804773,ES,ES0428,2017-10-22,"",F,34,50012
77340000023804191,ES,ES4504,2017-10-22,"",F,47,50015
77340000023801475,ES,ES0258,2017-10-22,"",M,50,50007
77340000023800990,ES,ES4504,2017-10-22,"",M,39,50018
77340000023799050,ES,ES4503,2017-10-22,"",F,52,50740
77340000023798759,ES,ES4504,2017-10-22,"",F,41,50014
77340000023797110,ES,ES4503,2017-10-22,"",M,24,50007
77340000023796722,ES,ES4503,2017-10-22,"","","",""
77340000023796431,ES,ES0273,2017-10-22,"",F,38,50019
77340000023796237,ES,ES0258,2017-10-22,"",M,47,50740
77340000023796140,ES,ES4503,2017-10-22,"",M,17,50007
77340000023794006,ES,ES0428,2017-10-22,"","","",""
77340000023792551,ES,ES4504,2017-10-22,"",F,36,28411
77340000023792163,ES,ES0263,2017-10-22,"",F,31,50002
77340000023790417,ES,ES4503,2017-10-22,"","","",""
77340000023790126,ES,ES4504,2017-10-22,"",F,42,50006
77340000023789932,ES,ES0420,2017-10-22,"",M,46,50002
77340000023789544,ES,ES4504,2017-10-22,"",M,53,50004
77340000023789350,ES,ES4504,2017-10-22,"",F,22,50004
77340000023788865,ES,ES0258,2017-10-22,"",M,61,50010
77340000023787604,ES,ES4503,2017-10-22,"",M,42,50006
77340000023787313,ES,ES4503,2017-10-22,"","","",""
77340000023786731,ES,ES4504,2017-10-22,"",F,36,50003
77340000023786440,ES,ES4503,2017-10-22,"",F,65,50007
77340000023785955,ES,ES0258,2017-10-22,"",F,39,50001
77340000023785179,ES,ES4503,2017-10-22,"",F,22,50007
77340000023784306,ES,ES4504,2017-10-22,"",F,47,50010
77340000023783821,ES,ES0263,2017-10-22,"",F,41,50014
77340000023782754,ES,ES0428,2017-10-22,"","","",""
77340000023780911,ES,ES4503,2017-10-22,"",F,31,50021
77340000023779456,ES,ES4503,2017-10-22,"",F,59,50007
77340000023778195,ES,ES4504,2017-10-22,"",F,51,50012
77340000023777807,ES,ES4503,2017-10-22,"",F,49,50730
77340000023775964,ES,ES4507,2017-10-22,"",M,38,50018
77340000023775867,ES,ES4507,2017-10-22,"",F,52,50014
77340000023771308,ES,ES0428,2017-10-21,"",M,53,50011
77340000023768980,ES,ES4503,2017-10-21,"","","",""
77340000023768204,ES,ES4504,2017-10-21,"","","",""
77340000023767913,ES,ES0428,2017-10-21,"",F,64,50009
77340000023765779,ES,ES4503,2017-10-21,"",F,29,50007
77340000023765197,ES,ES4507,2017-10-21,"",F,39,50013
77340000023764518,ES,ES4503,2017-10-21,"",F,56,50720
77340000023764421,ES,ES4503,2017-10-21,"",M,51,50013
77340000023762675,ES,ES4503,2017-10-21,"",F,55,50013
77340000023762481,ES,ES0428,2017-10-21,"",M,42,50011
77340000023758795,ES,ES4503,2017-10-21,"","","",""
77340000023758019,ES,ES4503,2017-10-21,"",F,48,50002
77340000023757728,ES,ES4503,2017-10-21,"","","",""
77340000023756952,ES,ES0263,2017-10-21,"",F,40,50002
77340000023755594,ES,ES4503,2017-10-21,"",M,41,50237
77340000023752684,ES,ES4503,2017-10-21,"",M,36,50019
77340000023752490,ES,ES4507,2017-10-21,"","","",""
77340000023750647,ES,ES0263,2017-10-21,"","","",""
77340000023750550,ES,ES0263,2017-10-21,"",F,38,50610
77340000023749968,ES,ES4504,2017-10-21,"",F,36,50018
77340000023748610,ES,ES4503,2017-10-21,"",M,28,50010
77340000023748319,ES,ES0428,2017-10-21,"",M,37,50012
77340000023748222,ES,ES4504,2017-10-21,"",F,37,50019
77340000023746961,ES,ES0428,2017-10-21,"","","",""
77340000023744633,ES,ES0420,2017-10-21,"",M,17,50003
77340000023744439,ES,ES0263,2017-10-21,"",M,34,50008
77340000023744148,ES,ES4503,2017-10-21,"",F,57,50002
77340000023743954,ES,ES4504,2017-10-21,"",M,23,50003
77340000023741529,ES,ES0428,2017-10-21,"",M,33,50012
77340000023741238,ES,ES0428,2017-10-21,"",F,28,50008
77340000023741141,ES,ES4503,2017-10-21,"",F,32,50003
77340000023740074,ES,ES4503,2017-10-21,"",F,45,50007
77340000023738037,ES,ES4507,2017-10-21,"",F,51,50162
77340000023737649,ES,ES4503,2017-10-21,"","","",""
77340000023734351,ES,ES4507,2017-10-21,"","","",""
77340000023734060,ES,ES0428,2017-10-21,"",F,40,50011
77340000023733866,ES,ES0428,2017-10-21,"",F,39,50012
77340000023733284,ES,ES4504,2017-10-21,"",M,63,50191
77340000023732508,ES,ES0428,2017-10-21,"","","",""
77340000023731441,ES,ES0263,2017-10-21,"",M,48,50014
77340000023731247,ES,ES4507,2017-10-21,"",F,61,50010
77340000023730083,ES,ES0428,2017-10-21,"",F,60,50017
77340000023726591,ES,ES4504,2017-10-21,"",M,39,50018
77340000023725621,ES,ES4503,2017-10-21,"",M,30,50007
77340000023725524,ES,ES4504,2017-10-21,"",F,50,50018
77340000023724748,ES,ES4504,2017-10-21,"",M,28,50011
77340000023722905,ES,ES4503,2017-10-21,"",F,48,50008
77340000023720480,ES,ES0273,2017-10-21,"",F,42,50690
77340000023719607,ES,ES4503,2017-10-21,"",F,41,50007
77340000023719413,ES,ES4503,2017-10-21,"",F,62,50006
77340000023719316,ES,ES4504,2017-10-21,"",F,57,50003
77340000023719122,ES,ES4504,2017-10-21,"",F,23,50018
77340000023716115,ES,ES4507,2017-10-21,"",M,17,50015
77340000023714757,ES,ES4504,2017-10-21,"",M,48,50003
77340000023714272,ES,ES4507,2017-10-21,"",F,38,50059
77340000023713593,ES,ES0428,2017-10-21,"",M,30,50017
77340000023709034,ES,ES4507,2017-10-21,"",M,51,50014
77340000023708937,ES,ES4503,2017-10-21,"",M,47,50012
77340000023708646,ES,ES0428,2017-10-21,"",M,33,50002
77340000023708161,ES,ES0413,2017-10-21,"",F,25,50180
77340000023706027,ES,ES4503,2017-10-21,"",M,48,50007
77340000023705833,ES,ES0258,2017-10-21,"",F,29,50011
77340000023704863,ES,ES4503,2017-10-21,"",M,38,50013
77340000023703602,ES,ES4503,2017-10-21,"",F,45,50017
77340000023701565,ES,ES4507,2017-10-21,"","","",""
77340000023700789,ES,ES0428,2017-10-21,"",M,41,50017
77340000023697782,ES,ES0428,2017-10-21,"",M,38,50010
77340000023696424,ES,ES4504,2017-10-21,"",F,51,50005
77340000023696133,ES,ES0428,2017-10-21,"",F,38,50010
77340000023695260,ES,ES4503,2017-10-21,"","","",""
77340000023693029,ES,ES0273,2017-10-21,"",F,39,50006
77340000023690507,ES,ES0428,2017-10-20,"",F,42,50011
77340000023689343,ES,ES0428,2017-10-20,"",F,48,50017
77340000023686530,ES,ES4503,2017-10-20,"",F,52,50007
77340000023686336,ES,ES4504,2017-10-20,"",F,52,50007
77340000023685269,ES,ES0428,2017-10-20,"",F,67,50600
77340000023683329,ES,ES0428,2017-10-20,2017-11-14,2,75,50017
77340000023683232,ES,ES4504,2017-10-20,"",M,36,50005
77340000023681874,ES,ES4503,2017-10-20,"",M,40,50007
77340000023681777,ES,ES4507,2017-10-20,"",M,32,50171
77340000023681292,ES,ES0263,2017-10-20,"",F,53,50007
77340000023679546,ES,ES0263,2017-10-20,"","","",""
77340000023677606,ES,ES0428,2017-10-20,"",M,19,50011
77340000023674987,ES,ES4507,2017-10-20,"",F,53,50018
77340000023674405,ES,ES0263,2017-10-20,"",F,55,50007
77340000023670913,ES,ES4504,2017-10-20,"",M,50,50163
77340000023667615,ES,ES0258,2017-10-20,"",F,34,50017
77340000023666548,ES,ES0428,2017-10-20,"",M,41,50180
77340000023666451,ES,ES4503,2017-10-20,"","","",""
77340000023665287,ES,ES0428,2017-10-20,"",M,54,44540
77340000023663735,ES,ES4507,2017-10-20,"",F,18,50014
77340000023663541,ES,ES0273,2017-10-20,"",F,34,50012
77340000023661116,ES,ES4503,2017-10-20,"",M,53,50021
77340000023659952,ES,ES0428,2017-10-20,"",F,29,50193
77340000023658109,ES,ES0263,2017-10-20,"",F,44,50018
77340000023656654,ES,ES0413,2017-10-20,"",M,58,50017
77340000023655587,ES,ES0428,2017-10-20,"",F,17,50017
77340000023655393,ES,ES0263,2017-10-20,"",F,58,50014
77340000023655005,ES,ES4504,2017-10-20,"",F,17,50015
77340000023652968,ES,ES4503,2017-10-20,"",M,38,50009
77340000023652774,ES,ES4503,2017-10-20,"",M,47,50005
77340000023651804,ES,ES4504,2017-10-20,"",M,37,50003
77340000023651222,ES,ES4503,2017-10-20,"",M,43,50013
77340000023650349,ES,ES0428,2017-10-20,"",F,17,50011
77340000023644626,ES,ES4504,2017-10-20,"",F,48,50009
77340000023644432,ES,ES4503,2017-10-20,"",F,43,50021
77340000023644335,ES,ES4503,2017-10-20,"",F,83,50007
77340000023644141,ES,ES4504,2017-10-20,"","","",""
77340000023640552,ES,ES4507,2017-10-20,"",M,42,50018
77340000023639194,ES,ES4504,2017-10-20,"",F,60,50014
77340000023638127,ES,ES4507,2017-10-20,"",M,49,50015
77340000023637351,ES,ES4507,2017-10-20,"",M,40,50014
77340000023635411,ES,ES0263,2017-10-20,"",F,18,50014
77340000023635217,ES,ES4503,2017-10-20,"",F,36,50010
77340000023633665,ES,ES4503,2017-10-20,"",M,33,50007
77340000023633180,ES,ES0428,2017-10-20,"",F,29,50017
77340000023632986,ES,ES0263,2017-10-20,"",F,27,50007
77340000023632792,ES,ES0428,2017-10-20,"",F,72,50009
77340000023631337,ES,ES4504,2017-10-20,"",M,45,50175
77340000023631143,ES,ES4503,2017-10-20,"",M,33,50196
77340000023631046,ES,ES0428,2017-10-20,"",F,50,50011
77340000023629397,ES,ES0258,2017-10-20,2019-01-03,F,18,50016
77340000023628815,ES,ES4507,2017-10-20,"",F,38,50015
77340000023625808,ES,ES0428,2017-10-19,"",F,46,50011
77340000023624547,ES,ES0428,2017-10-19,"","","",""
77340000023624450,ES,ES4503,2017-10-19,"",F,46,50002
77340000023622898,ES,ES4504,2017-10-19,"","","",""
77340000023622510,ES,ES4504,2017-10-19,"",F,57,50003
77340000023622316,ES,ES4504,2017-10-19,"",F,59,50010
77340000023622122,ES,ES4504,2017-10-19,"","","",""
77340000023621249,ES,ES4503,2017-10-19,"",F,56,50009
77340000023620958,ES,ES0263,2017-10-19,"",M,57,50014
77340000023620667,ES,ES0263,2017-10-19,"",M,38,50007
77340000023620182,ES,ES0263,2017-10-19,"",F,37,50013
77340000023619212,ES,ES4503,2017-10-19,"","","",""
77340000023617660,ES,ES4504,2017-10-19,"",M,60,50005
77340000023616496,ES,ES4503,2017-10-19,"",M,27,50010
77340000023615817,ES,ES0273,2017-10-19,"",F,24,50007
77340000023615720,ES,ES4504,2017-10-19,"",M,31,50003
77340000023615623,ES,ES4507,2017-10-19,"","","",""
77340000023613392,ES,ES4504,2017-10-19,"",M,17,50003
77340000023613295,ES,ES0258,2017-10-19,"",F,57,50002
77340000023612713,ES,ES4507,2017-10-19,"",F,18,50006
77340000023612325,ES,ES0428,2017-10-19,"","","",""
77340000023611258,ES,ES0428,2017-10-19,"",M,55,50011
77340000023610773,ES,ES4504,2017-10-19,"","","",""
77340000023609803,ES,ES0263,2017-10-19,"",M,54,50002
77340000023609512,ES,ES4504,2017-10-19,"","","",""
77340000023609124,ES,ES0428,2017-10-19,"",F,37,50004
77340000023607766,ES,ES4503,2017-10-19,"",M,70,50007
77340000023607669,ES,ES0263,2017-10-19,"",M,41,50007
77340000023607184,ES,ES0428,2017-10-19,"",M,38,50017
77340000023606990,ES,ES4503,2017-10-19,"",M,37,50021
77340000023606505,ES,ES0263,2017-10-19,"",F,29,50014
77340000023605438,ES,ES0263,2017-10-19,"",M,51,50014
77340000023602625,ES,ES4503,2017-10-19,"",F,34,50021
77340000023601946,ES,ES0263,2017-10-19,"",F,24,50002
77340000023601558,ES,ES4504,2017-10-19,"",F,30,50004
77340000023601461,ES,ES4503,2017-10-19,"",M,20,50007
77340000023600006,ES,ES0428,2017-10-19,"",M,51,50012
77340000023599133,ES,ES4504,2017-10-19,"",F,58,50003
77340000023598648,ES,ES4504,2017-10-19,"",F,40,50017
77340000023598357,ES,ES0428,2017-10-19,"",M,25,50012
77340000023596611,ES,ES4503,2017-10-19,"",F,40,50006
77340000023596029,ES,ES0428,2017-10-19,"",M,31,50011
77340000023595641,ES,ES4507,2017-10-19,"",M,40,50014
77340000023592343,ES,ES0428,2017-10-19,"",F,41,50017
77340000023590888,ES,ES0263,2017-10-19,"",F,40,50018
77340000023589918,ES,ES4503,2017-10-19,"",M,21,50800
77340000023589821,ES,ES4503,2017-10-19,"",F,73,50008
77340000023586232,ES,ES0428,2017-10-19,"",F,43,50017
77340000023585262,ES,ES4504,2017-10-19,"",F,54,50003
77340000023584971,ES,ES0263,2017-10-19,"",F,65,50002
77340000023584098,ES,ES4503,2017-10-19,"",F,33,50021
77340000023583613,ES,ES4503,2017-10-19,"",M,59,50008
77340000023582740,ES,ES4503,2017-10-19,"","","",""
77340000023582449,ES,ES4503,2017-10-19,"",M,60,50007
77340000023581479,ES,ES0436,2017-10-19,"",M,65,50015
77340000023580703,ES,ES0428,2017-10-19,"",M,38,50017
77340000023580218,ES,ES0263,2017-10-19,"",F,57,50014
77340000023579636,ES,ES0263,2017-10-19,"",F,56,50014
77340000023579345,ES,ES4504,2017-10-19,"",M,30,50003
77340000023578763,ES,ES4504,2017-10-19,"",F,30,50010
77340000023577987,ES,ES0263,2017-10-19,"",F,41,50059
77340000023577405,ES,ES4503,2017-10-19,"",M,60,50009
77340000023577211,ES,ES4504,2017-10-19,"",F,76,50009
77340000023575174,ES,ES0428,2017-10-19,"","","",""
77340000023574786,ES,ES4507,2017-10-19,"",F,34,50007
77340000023573525,ES,ES4503,2017-10-19,"",F,17,50009
77340000023573040,ES,ES0258,2017-10-19,"",F,62,50017
77340000023568578,ES,ES0428,2017-10-19,"",F,43,50011
77340000023567608,ES,ES4503,2017-10-19,"",M,45,50195
77340000023566444,ES,ES4503,2017-10-19,"",F,28,50007
77340000023566347,ES,ES4503,2017-10-19,"","","",""
77340000023565765,ES,ES0428,2017-10-19,"",F,17,50011
77340000023563437,ES,ES4504,2017-10-19,"","","",""
77340000023562564,ES,ES4503,2017-10-19,"","","",""
77340000023562273,ES,ES0263,2017-10-19,"","","",""
77340000023561594,ES,ES4507,2017-10-19,"","","",""
77340000023560721,ES,ES4504,2017-10-19,"",M,29,50004
77340000023560430,ES,ES4503,2017-10-19,"",M,46,50013
77340000023558781,ES,ES0263,2017-10-19,"",F,38,50014
77340000023558490,ES,ES0428,2017-10-19,"",M,20,50012
77340000023558005,ES,ES4504,2017-10-19,"",F,37,50018
77340000023555580,ES,ES4507,2017-10-19,"",F,22,50015
77340000023555289,ES,ES4507,2017-10-19,"","","",""
77340000023555095,ES,ES4504,2017-10-19,"",M,57,50018
77340000023554804,ES,ES4503,2017-10-19,"",M,36,50021
77340000023553252,ES,ES4504,2017-10-19,"",F,57,50003
77340000023552767,ES,ES4503,2017-10-19,"",M,78,50008
77340000023551797,ES,ES4504,2017-10-19,"",M,17,50003
77340000023548693,ES,ES4504,2017-10-19,"",F,17,50003
77340000023547044,ES,ES4503,2017-10-19,"",F,22,50018
77340000023545589,ES,ES0428,2017-10-19,"",F,38,50011
77340000023545492,ES,ES0428,2017-10-19,"",F,46,50006
77340000023544910,ES,ES4504,2017-10-18,"",F,20,50003
77340000023542097,ES,ES4507,2017-10-18,"","","",""
77340000023541903,ES,ES4503,2017-10-18,"",F,56,50021
77340000023541806,ES,ES4504,2017-10-18,"",M,35,50018
77340000023541515,ES,ES4504,2017-10-18,"",F,33,50162
77340000023541418,ES,ES4503,2017-10-18,"","","",""
77340000023540545,ES,ES0428,2017-10-18,"",F,81,50017
77340000023540351,ES,ES4507,2017-10-18,"","","",""
77340000023539478,ES,ES4503,2017-10-18,"",F,46,50013
